更新日時,検査実施人数,陽性患者数,入院,軽症無症状,中等症,重症,入院調整,施設入所,自宅療養,調整,退院,死亡,入院中,軽症中等症,転院,備考
2021/12/20,1510748,106699,11,10,1,0,0,6,24,3,105494,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,606,067件。陽性者数については、中国人渡航者2人を除く。また、再感染300人、重複分18人及び患者発生届取り下げ69人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/12/21,1514230,106708,9,8,1,0,0,7,20,9,105502,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,609,739件。陽性者数については、中国人渡航者2人を除く。また、再感染300人、重複分18人及び患者発生届取り下げ69人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/12/22,1516850,106710,9,8,1,0,0,8,20,3,105509,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,612,446件。陽性者数については、中国人渡航者2人を除く。また、再感染301人、重複分18人及び患者発生届取り下げ69人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/12/23,1518875,106714,6,5,1,0,0,7,18,5,105517,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,614,520件。陽性者数については、中国人渡航者2人を除く。また、再感染301人、重複分18人及び患者発生届取り下げ70人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/12/24,1521747,106719,4,3,1,0,0,10,16,6,105522,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,617,744件。陽性者数については、中国人渡航者2人を除く。また、再感染301人、重複分18人及び患者発生届取り下げ71人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/12/25,1523532,106723,5,4,1,0,0,9,14,4,105530,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,619,625件。陽性者数については、中国人渡航者2人を除く。また、再感染301人、重複分18人及び患者発生届取り下げ71人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/12/26,1524449,106728,10,8,2,0,0,6,15,6,105530,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,620,584件。陽性者数については、中国人渡航者2人を除く。また、再感染302人、重複分18人及び患者発生届取り下げ71人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/12/27,1527303,106730,9,8,1,0,0,6,17,2,105535,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,623,730件。陽性者数については、中国人渡航者2人を除く。また、再感染302人、重複分18人及び患者発生届取り下げ71人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/12/28,1530953,106741,11,10,1,0,0,5,14,11,105539,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,627,558件。陽性者数については、中国人渡航者2人を除く。また、再感染302人、重複分18人及び患者発生届取り下げ71人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/12/29,1532683,106757,15,14,1,0,1,8,15,17,105540,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,629,425件。陽性者数については、中国人渡航者2人を除く。また、再感染303人、重複分18人及び患者発生届取り下げ71人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/12/30,1533840,106773,22,20,2,0,0,8,22,17,105543,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,630,628件。陽性者数については、中国人渡航者2人を除く。また、再感染303人、重複分18人及び患者発生届取り下げ72人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/12/31,1535223,106791,32,28,4,0,0,8,27,18,105545,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,632,058件。陽性者数については、中国人渡航者2人を除く。また、再感染303人、重複分18人及び患者発生届取り下げ72人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/01,1535922,106804,42,37,5,0,0,11,28,14,105548,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,632,776件。陽性者数については、中国人渡航者2人を除く。また、再感染303人、重複分18人及び患者発生届取り下げ73人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/02,1536571,106825,53,48,5,0,3,9,28,22,105549,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,633,438件。陽性者数については、中国人渡航者2人を除く。また、再感染304人、重複分18人及び患者発生届取り下げ73人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/03,1537106,106840,71,66,5,0,1,9,32,15,105551,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,633,983件。陽性者数については、中国人渡航者2人を除く。また、再感染304人、重複分18人及び患者発生届取り下げ73人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/04,1541242,106874,76,70,6,0,1,18,28,34,105556,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,638,427件。陽性者数については、中国人渡航者2人を除く。また、再感染304人、重複分18人及び患者発生届取り下げ73人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/05,1545887,106945,94,87,6,1,1,29,26,73,105561,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,643,330件。陽性者数については、中国人渡航者2人を除く。また、再感染306人、重複分18人及び患者発生届取り下げ73人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/06,1549503,107098,106,99,6,1,1,55,52,159,105564,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,647,096件。陽性者数については、中国人渡航者2人を除く。また、再感染311人、重複分18人及び患者発生届取り下げ74人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/07,1553181,107287,117,105,11,1,4,109,124,199,105573,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,651,122件。陽性者数については、中国人渡航者2人を除く。また、再感染318人、重複分18人及び患者発生届取り下げ77人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/08,1556703,107679,116,103,12,1,0,200,218,398,105586,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,654,798件。陽性者数については、中国人渡航者2人を除く。また、再感染324人、重複分18人及び患者発生届取り下げ77人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/09,1558481,108032,124,108,15,1,2,303,487,368,105587,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,656,665件。陽性者数については、中国人渡航者2人を除く。また、再感染337人、重複分18人及び患者発生届取り下げ79人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/10,1560286,108270,131,115,15,1,1,435,705,241,105596,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,658,531件。陽性者数については、中国人渡航者2人を除く。また、再感染340人、重複分18人及び患者発生届取り下げ79人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/11,1565945,108502,127,111,15,1,1,501,840,236,105636,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,664,569件。陽性者数については、中国人渡航者2人を除く。また、再感染344人、重複分18人及び患者発生届取り下げ79人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/12,1572944,109207,132,114,17,1,1,583,944,723,105663,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,671,987件。陽性者数については、中国人渡航者2人を除く。また、再感染361人、重複分18人及び患者発生届取り下げ80人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/13,1578461,110218,150,124,25,1,0,727,1402,1036,105742,1161,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,677,802件。陽性者数については、中国人渡航者2人を除く。また、再感染386人、重複分18人及び患者発生届取り下げ80人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/14,1584721,111506,171,139,31,1,0,812,2173,1317,105870,1163,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,684,355件。陽性者数については、中国人渡航者2人を除く。また、再感染415人、重複分18人及び患者発生届取り下げ80人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/15,1591282,112955,192,164,27,1,0,866,3227,1480,106026,1164,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,691,272件。陽性者数については、中国人渡航者2人を除く。また、再感染446人、重複分19人及び患者発生届取り下げ80人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/16,1595011,114079,215,183,31,1,1,866,4464,1141,106228,1164,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,695,213件。陽性者数については、中国人渡航者2人を除く。また、再感染463人、重複分19人及び患者発生届取り下げ80人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/17,1603154,115206,197,157,39,1,1,851,5276,1153,106563,1165,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,703,766件。陽性者数については、中国人渡航者2人を除く。また、再感染489人、重複分19人及び患者発生届取り下げ80人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/18,1615087,117309,220,179,39,2,1,856,6000,2145,106922,1165,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,716,086件。陽性者数については、中国人渡航者2人を除く。また、再感染530人、重複分19人及び患者発生届取り下げ81人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/19,1625256,120140,240,190,48,2,3,854,7696,2881,107300,1166,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,726,832件。陽性者数については、中国人渡航者2人を除く。また、再感染580人、重複分19人及び患者発生届取り下げ81人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/20,1635865,123164,277,212,63,2,1,775,9858,3074,108013,1166,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,737,849件。陽性者数については、中国人渡航者2人を除く。また、再感染630人、重複分19人及び患者発生届取り下げ81人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/21,1647569,126308,289,215,72,2,0,675,12227,3187,108763,1167,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,750,008件。陽性者数については、中国人渡航者2人を除く。また、再感染673人、重複分19人及び患者発生届取り下げ81人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/22,1661180,129692,349,255,91,3,1,576,14547,3457,109594,1168,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,764,059件。陽性者数については、中国人渡航者2人を除く。また、再感染746人、重複分19人及び患者発生届取り下げ81人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/23,1668322,132689,378,279,96,3,0,555,17069,3050,110467,1170,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,771,343件。陽性者数については、中国人渡航者2人を除く。また、再感染798人、重複分20人及び患者発生届取り下げ81人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/24,1680155,135139,403,309,91,3,0,604,19071,2492,111396,1173,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,783,590件。陽性者数については、中国人渡航者2人を除く。また、再感染837人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/25,1699608,139194,416,313,100,3,2,649,20092,4120,112738,1177,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,803,654件。陽性者数については、中国人渡航者2人を除く。また、再感染902人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/26,1712008,143805,464,339,120,5,3,691,22731,4663,114073,1180,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,816,406件。陽性者数については、中国人渡航者2人を除く。また、再感染954人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/27,1725437,148892,590,435,150,5,4,680,24693,5160,116584,1181,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,830,420件。陽性者数については、中国人渡航者2人を除く。また、再感染1,027人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/28,1741440,154088,657,499,151,7,2,661,26727,5267,119591,1183,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,847,024件。陽性者数については、中国人渡航者2人を除く。また、再感染1,098人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/29,1754616,159656,775,601,165,9,4,662,28531,5613,122886,1185,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,860,539件。陽性者数については、中国人渡航者2人を除く。また、再感染1,143人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/30,1761305,164035,861,666,183,12,3,684,30645,4426,126229,1187,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,867,410件。陽性者数については、中国人渡航者2人を除く。また、再感染1,190人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/01/31,1774178,167978,919,727,177,15,2,676,30308,3982,130897,1194,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,880,814件。陽性者数については、中国人渡航者2人を除く。また、再感染1,229人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/01,1791918,173674,992,782,190,20,9,647,30846,5751,134225,1204,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,899,227件。陽性者数については、中国人渡航者2人を除く。また、再感染1,284人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/02,1808473,179800,1171,939,210,22,6,604,32935,6191,137681,1212,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,916,380件。陽性者数については、中国人渡航者2人を除く。また、再感染1,349人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/03,1819987,185585,1237,991,224,22,2,576,33960,5827,142760,1223,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,928,632件。陽性者数については、中国人渡航者2人を除く。また、再感染1,391人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/04,1832970,191732,1344,1060,255,29,7,569,34958,6201,147417,1236,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,942,236件。陽性者数については、中国人渡航者2人を除く。また、再感染1,441人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/05,1844509,198113,1326,1045,254,27,7,567,36377,6445,152145,1246,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,954,238件。陽性者数については、中国人渡航者2人を除く。また、再感染1,509人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/06,1850281,202788,1419,1122,268,29,7,563,38084,4698,156766,1251,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,960,167件。陽性者数については、中国人渡航者2人を除く。また、再感染1,532人、重複分20人及び患者発生届取り下げ84人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/07,1861065,206895,1454,1146,276,32,9,553,38193,4109,161319,1258,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,971,375件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分20人及び患者発生届取り下げ86人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/08,1878755,212750,1418,1087,296,35,6,535,38119,5855,165550,1267,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、1,989,571件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ85人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/09,1890345,219037,1570,1206,328,36,4,532,39954,6287,169409,1281,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,001,682件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ85人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/10,1901540,225158,1625,1241,348,36,6,551,37766,6122,177795,1293,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,013,406件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ86人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/11,1908987,231797,1663,1265,364,34,5,568,36283,6639,185333,1306,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,021,064件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ86人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/12,1915496,236897,1569,1144,390,35,2,554,33373,5100,194980,1319,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,027,745件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ86人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/13,1920843,242363,1612,1179,395,38,4,537,33446,5466,199972,1326,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,033,210件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ86人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/14,1933340,246783,1639,1187,408,44,4,541,32845,4420,205995,1339,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,046,203件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ86人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/15,1948568,253445,1663,1200,420,43,5,546,30640,6662,212562,1367,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,062,702件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ86人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2022/02/16,1959263,260036,1649,1600,0,49,0,572,31324,6591,218520,1380,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,073,173件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ86人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/02/17,1970198,266420,1728,1678,0,50,6,624,32407,6385,223866,1404,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,084,658件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ87人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/02/18,1987952,272819,1831,1780,0,51,6,668,32727,6399,229766,1422,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,102,819件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ87人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/02/19,2000602,278570,1855,1804,0,51,3,729,33712,5751,235074,1446,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,115,752件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ87人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/02/20,2005429,283260,1925,1868,0,57,1,761,34539,4690,239890,1454,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,120,695件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ87人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/02/21,2018206,286937,1973,1919,0,54,6,744,33077,3677,245990,1470,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,133,954件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ87人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/02/22,2031633,291722,1929,1879,0,50,5,741,32401,4785,250366,1495,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,147,796件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ87人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/02/23,2038747,297764,1914,1859,0,55,3,761,31949,6042,255570,1525,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,155,181件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ87人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/02/24,2054784,302139,1968,1915,0,53,2,761,32703,4375,260777,1553,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,171,535件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ87人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/02/25,2067466,306325,1913,1856,0,57,7,718,31402,4187,266518,1580,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,184,692件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ88人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/02/26,2097515,311504,1853,1800,0,53,2,680,29980,5179,272211,1599,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,215,511件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ88人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/02/27,2100739,315848,1909,1854,0,55,1,667,29338,4344,277977,1612,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,218,821件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ88人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/02/28,2109979,319103,1901,1847,0,54,2,646,28862,3255,282795,1642,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,228,297件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ88人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/03/01,2123766,323738,1854,1804,0,50,5,629,28027,4635,286931,1657,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,242,596件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ88人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/03/02,2132677,328963,1842,1790,0,52,3,648,28362,5225,291203,1680,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,251,839件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分21人及び患者発生届取り下げ88人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/03/03,2144896,333770,1681,1629,0,52,1,673,29510,4808,295390,1707,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,264,457件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分22人及び患者発生届取り下げ88人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/03/04,2154783,338075,1648,1599,0,49,4,685,28767,4305,300946,1720,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,274,706件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分22人及び患者発生届取り下げ88人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
2022/03/05,2164639,342305,1710,1665,0,45,1,700,29407,4230,304524,1733,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、2,284,901件。陽性者数については、中国人渡航者2人を除く。また、再感染(2022年2月6日まで)1,532人、重複分22人及び患者発生届取り下げ88人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。中等症の人数は非公表となり(2022年2月16日より)0人としている。"
